t,x0,y0,vx0,vy0,x1,y1,vx1,vy1,x2,y2,vx2,vy2,x3,y3,vx3,vy3,x4,y4,vx4,vy4,x5,y5,vx5,vy5,x6,y6,vx6,vy6,x7,y7,vx7,vy7,x8,y8,vx8,vy8,x9,y9,vx9,vy9
0.62,5.26259,3.58757,0.423624,-0.665077,10.2044,3.03142,0.329705,-1.56208,15.2081,3.87113,0.33549,-0.207532,4.51401,8.81946,-0.783752,1.32227,9.88085,8.67688,-0.191672,1.09299,14.228,8.11063,-1.24535,0.179465,4.5797,12.478,-0.677813,0.770632,11.0854,11.6636,1.7509,-0.544104,14.4146,11.3297,-0.945002,-1.08239,5.47388,16.5845,0.764273,0.942293
0.63,5.26682,3.58092,0.423627,-0.665075,10.2077,3.0158,0.329705,-1.56208,15.2114,3.86906,0.335486,-0.207524,4.50617,8.83268,-0.783749,1.3223,9.87893,8.68781,-0.191639,1.09305,14.2155,8.11243,-1.24536,0.179528,4.57292,12.4857,-0.67781,0.770614,11.1029,11.6581,1.75093,-0.544175,14.4051,11.3189,-0.94506,-1.08245,5.48152,16.5939,0.764271,0.942283
0.64,5.27106,3.57427,0.42363,-0.665073,10.211,3.00018,0.329705,-1.56208,15.2148,3.86698,0.335481,-0.207516,4.49833,8.84591,-0.783746,1.32233,9.87702,8.69874,-0.191605,1.09311,14.2031,8.11422,-1.24536,0.179593,4.56615,12.4934,-0.677808,0.770596,11.1204,11.6527,1.75096,-0.544248,14.3957,11.3081,-0.945121,-1.08252,5.48916,16.6033,0.764269,0.942273
0.65,5.2753,3.56761,0.423634,-0.665071,10.2143,2.98456,0.329705,-1.56207,15.2182,3.86491,0.335476,-0.207509,4.4905,8.85913,-0.783743,1.32235,9.8751,8.70967,-0.19157,1.09317,14.1906,8.11602,-1.24537,0.179661,4.55937,12.5011,-0.677805,0.770577,11.1379,11.6472,1.751,-0.544322,14.3862,11.2972,-0.945186,-1.08258,5.4968,16.6127,0.764267,0.942262
0.66,5.27953,3.56096,0.423637,-0.66507,10.2176,2.96894,0.329704,-1.56207,15.2215,3.86283,0.335471,-0.207501,4.48266,8.87235,-0.78374,1.32238,9.87318,8.7206,-0.191534,1.09324,14.1782,8.11782,-1.24537,0.17973,4.55259,12.5088,-0.677802,0.770559,11.1554,11.6418,1.75103,-0.544397,14.3768,11.2864,-0.945254,-1.08265,5.50445,16.6221,0.764265,0.942252
0.67,5.28377,3.55431,0.42364,-0.665068,10.2209,2.95332,0.329704,-1.56207,15.2249,3.86076,0.335466,-0.207494,4.47482,8.88558,-0.783737,1.32241,9.87127,8.73153,-0.191497,1.0933,14.1657,8.11961,-1.24538,0.179802,4.54581,12.5165,-0.6778,0.770539,11.1729,11.6363,1.75107,-0.544474,14.3673,11.2756,-0.945326,-1.08272,5.51209,16.6316,0.764262,0.942242
0.68,5.288,3.54766,0.423643,-0.665066,10.2242,2.9377,0.329704,-1.56207,15.2282,3.85868,0.335462,-0.207487,4.46698,8.8988,-0.783734,1.32243,9.86935,8.74247,-0.191458,1.09337,14.1532,8.12141,-1.24538,0.179876,4.53903,12.5242,-0.677797,0.77052,11.1904,11.6309,1.75111,-0.544553,14.3579,11.2647,-0.945402,-1.08279,5.51973,16.641,0.76426,0.942232
0.69,5.29224,3.54101,0.423646,-0.665064,10.2275,2.92208,0.329703,-1.56206,15.2316,3.85661,0.335457,-0.20748,4.45915,8.91203,-0.783731,1.32246,9.86744,8.7534,-0.191419,1.09343,14.1408,8.12321,-1.24539,0.179953,4.53226,12.5319,-0.677795,0.7705,11.2079,11.6254,1.75116,-0.544633,14.3484,11.2539,-0.945483,-1.08286,5.52738,16.6504,0.764258,0.942222
0.7,5.29648,3.53436,0.423649,-0.665063,10.2308,2.90646,0.329703,-1.56206,15.2349,3.85453,0.335452,-0.207472,4.45131,8.92525,-0.783728,1.32249,9.86553,8.76434,-0.191378,1.0935,14.1283,8.12501,-1.2454,0.180032,4.52548,12.5396,-0.677792,0.770479,11.2254,11.62,1.75121,-0.544715,14.339,11.2431,-0.945568,-1.08293,5.53502,16.6598,0.764256,0.942213
0.71,5.30071,3.52771,0.423653,-0.665061,10.2341,2.89084,0.329703,-1.56206,15.2383,3.85246,0.335447,-0.207465,4.44347,8.93848,-0.783725,1.32252,9.86361,8.77527,-0.191336,1.09357,14.1159,8.12681,-1.2454,0.180114,4.5187,12.5474,-0.67779,0.770458,11.243,11.6146,1.75126,-0.544798,14.3295,11.2323,-0.945658,-1.08301,5.54266,16.6693,0.764254,0.942203
0.72,5.30495,3.52106,0.423656,-0.66506,10.2374,2.87522,0.329703,-1.56206,15.2416,3.85038,0.335443,-0.207459,4.43564,8.9517,-0.783722,1.32255,9.8617,8.78621,-0.191293,1.09363,14.1034,8.12861,-1.24541,0.180198,4.51192,12.5551,-0.677787,0.770437,11.2605,11.6091,1.75132,-0.544883,14.3201,11.2214,-0.945753,-1.08308,5.5503,16.6787,0.764252,0.942193
0.73,5.30919,3.51441,0.423659,-0.665058,10.2407,2.8596,0.329702,-1.56205,15.245,3.84831,0.335438,-0.207452,4.4278,8.96493,-0.783719,1.32257,9.85979,8.79714,-0.191249,1.0937,14.091,8.13042,-1.24541,0.180285,4.50514,12.5628,-0.677785,0.770415,11.278,11.6037,1.75138,-0.54497,14.3106,11.2106,-0.945854,-1.08316,5.55795,16.6881,0.76425,0.942184
0.74,5.31342,3.50776,0.423662,-0.665057,10.244,2.84398,0.329702,-1.56205,15.2484,3.84624,0.335433,-0.207445,4.41996,8.97815,-0.783716,1.3226,9.85787,8.80808,-0.191204,1.09377,14.0785,8.13222,-1.24542,0.180376,4.49837,12.5705,-0.677782,0.770393,11.2955,11.5982,1.75144,-0.545059,14.3011,11.1998,-0.945961,-1.08324,5.56559,16.6975,0.764247,0.942174
0.75,5.31766,3.50111,0.423665,-0.665056,10.2473,2.82836,0.329701,-1.56205,15.2517,3.84416,0.335429,-0.207438,4.41212,8.99138,-0.783714,1.32263,9.85596,8.81902,-0.191157,1.09384,14.0661,8.13402,-1.24542,0.180468,4.49159,12.5782,-0.67778,0.770371,11.313,11.5928,1.75151,-0.54515,14.2917,11.1889,-0.946074,-1.08332,5.57323,16.7069,0.764245,0.942165
0.76,5.3219,3.49446,0.423668,-0.665054,10.2506,2.81274,0.329701,-1.56205,15.2551,3.84209,0.335424,-0.207432,4.40429,9.00461,-0.783711,1.32266,9.85405,8.82996,-0.191109,1.09391,14.0536,8.13583,-1.24543,0.180564,4.48481,12.5859,-0.677778,0.770348,11.3305,11.5873,1.75159,-0.545243,14.2822,11.1781,-0.946194,-1.0834,5.58087,16.7164,0.764243,0.942156
0.77,5.32613,3.48781,0.423672,-0.665053,10.2539,2.79711,0.329701,-1.56204,15.2584,3.84001,0.335419,-0.207426,4.39645,9.01783,-0.783708,1.32269,9.85214,8.8409,-0.19106,1.09399,14.0412,8.13763,-1.24543,0.180664,4.47803,12.5936,-0.677775,0.770324,11.348,11.5819,1.75167,-0.545338,14.2728,11.1673,-0.946322,-1.08349,5.58852,16.7258,0.764241,0.942147
0.78,5.33037,3.48116,0.423675,-0.665052,10.2572,2.78149,0.3297,-1.56204,15.2618,3.83794,0.335415,-0.207419,4.38861,9.03106,-0.783705,1.32273,9.85023,8.85184,-0.191009,1.09406,14.0287,8.13944,-1.24544,0.180766,4.47126,12.6013,-0.677773,0.770301,11.3656,11.5764,1.75176,-0.545435,14.2633,11.1564,-0.946457,-1.08357,5.59616,16.7352,0.764238,0.942137
0.79,5.33461,3.47451,0.423678,-0.665051,10.2605,2.76587,0.3297,-1.56204,15.2651,3.83586,0.33541,-0.207413,4.38078,9.04429,-0.783702,1.32276,9.84832,8.86278,-0.190958,1.09413,14.0163,8.14125,-1.24544,0.180872,4.46448,12.609,-0.677771,0.770276,11.3831,11.5709,1.75186,-0.545534,14.2538,11.1456,-0.9466,-1.08366,5.6038,16.7446,0.764236,0.942129
0.8,5.33884,3.46786,0.423681,-0.66505,10.2638,2.75025,0.329699,-1.56204,15.2685,3.83379,0.335405,-0.207407,4.37294,9.05752,-0.783699,1.32279,9.84641,8.87372,-0.190905,1.0942,14.0038,8.14306,-1.24545,0.180981,4.4577,12.6167,-0.677768,0.770252,11.4006,11.5655,1.75196,-0.545636,14.2444,11.1348,-0.946753,-1.08375,5.61144,16.7541,0.764234,0.94212
0.81,5.34308,3.46121,0.423684,-0.665049,10.2671,2.73463,0.329699,-1.56204,15.2718,3.83172,0.335401,-0.207401,4.3651,9.07074,-0.783696,1.32282,9.8445,8.88466,-0.190851,1.09428,13.9913,8.14487,-1.24545,0.181093,4.45092,12.6244,-0.677766,0.770227,11.4181,11.56,1.75207,-0.54574,14.2349,11.1239,-0.946914,-1.08383,5.61908,16.7635,0.764232,0.942111
0.82,5.34732,3.45455,0.423687,-0.665048,10.2704,2.71901,0.329699,-1.56203,15.2752,3.82964,0.335396,-0.207395,4.35726,9.08397,-0.783693,1.32285,9.84259,8.89561,-0.190795,1.09435,13.9789,8.14668,-1.24546,0.18121,4.44415,12.6321,-0.677764,0.770201,11.4356,11.5546,1.75219,-0.545847,14.2254,11.1131,-0.947086,-1.08393,5.62673,16.7729,0.764229,0.942102
0.83,5.35155,3.4479,0.423691,-0.665047,10.2737,2.70339,0.329698,-1.56203,15.2785,3.82757,0.335392,-0.207389,4.34943,9.0972,-0.78369,1.32289,9.84069,8.90655,-0.190738,1.09442,13.9664,8.14849,-1.24546,0.18133,4.43737,12.6398,-0.677761,0.770175,11.4532,11.5491,1.75232,-0.545957,14.2159,11.1022,-0.947269,-1.08402,5.63437,16.7823,0.764227,0.942093
0.84,5.35579,3.44125,0.423694,-0.665046,10.277,2.68777,0.329698,-1.56203,15.2819,3.82549,0.335387,-0.207383,4.34159,9.11043,-0.783687,1.32292,9.83878,8.91749,-0.190681,1.0945,13.954,8.15031,-1.24547,0.181454,4.43059,12.6475,-0.677759,0.770149,11.4707,11.5437,1.75246,-0.54607,14.2065,11.0914,-0.947464,-1.08411,5.64201,16.7917,0.764225,0.942085
0.85,5.36003,3.4346,0.423697,-0.665045,10.2803,2.67215,0.329697,-1.56203,15.2852,3.82342,0.335382,-0.207377,4.33375,9.12366,-0.783684,1.32295,9.83687,8.92844,-0.190621,1.09457,13.9415,8.15212,-1.24547,0.181582,4.42381,12.6552,-0.677757,0.770122,11.4882,11.5382,1.75261,-0.546187,14.197,11.0806,-0.947671,-1.0842,5.64965,16.8012,0.764223,0.942076
0.86,5.36427,3.42795,0.4237,-0.665044,10.2835,2.65653,0.329697,-1.56202,15.2886,3.82135,0.335378,-0.207372,4.32592,9.13689,-0.783681,1.32299,9.83497,8.93939,-0.190561,1.09465,13.9291,8.15394,-1.24548,0.181714,4.41703,12.6629,-0.677755,0.770094,11.5057,11.5327,1.75278,-0.546306,14.1875,11.0697,-0.947892,-1.0843,5.6573,16.8106,0.76422,0.942068
0.87,5.3685,3.4213,0.423703,-0.665043,10.2868,2.64091,0.329696,-1.56202,15.292,3.81927,0.335373,-0.207366,4.31808,9.15012,-0.783678,1.32302,9.83306,8.95033,-0.190499,1.09472,13.9166,8.15576,-1.24548,0.181851,4.41026,12.6706,-0.677753,0.770067,11.5233,11.5273,1.75295,-0.54643,14.178,11.0589,-0.948127,-1.08439,5.66494,16.82,0.764218,0.94206
0.88,5.37274,3.41465,0.423706,-0.665042,10.2901,2.62529,0.329696,-1.56202,15.2953,3.8172,0.335369,-0.207361,4.31024,9.16335,-0.783675,1.32306,9.83116,8.96128,-0.190436,1.0948,13.9042,8.15758,-1.24548,0.181992,4.40348,12.6783,-0.677751,0.770038,11.5408,11.5218,1.75314,-0.546557,14.1686,11.048,-0.948378,-1.08449,5.67258,16.8294,0.764216,0.942051
0.89,5.37698,3.408,0.42371,-0.665041,10.2934,2.60967,0.329695,-1.56202,15.2987,3.81513,0.335365,-0.207355,4.30241,9.17658,-0.783672,1.32309,9.82925,8.97223,-0.190372,1.09487,13.8917,8.1594,-1.24549,0.182138,4.3967,12.686,-0.677748,0.77001,11.5583,11.5163,1.75335,-0.546689,14.1591,11.0372,-0.948646,-1.08458,5.68022,16.8388,0.764213,0.942043
0.9,5.38121,3.40135,0.423713,-0.665041,10.2967,2.59405,0.329695,-1.56202,15.302,3.81305,0.33536,-0.20735,4.29457,9.18981,-0.783669,1.32313,9.82735,8.98318,-0.190307,1.09495,13.8793,8.16122,-1.24549,0.182288,4.38992,12.6937,-0.677746,0.76998,11.5759,11.5109,1.75357,-0.546826,14.1496,11.0263,-0.948931,-1.08468,5.68786,16.8483,0.764211,0.942035
0.91,5.38545,3.3947,0.423716,-0.66504,10.3,2.57843,0.329694,-1.56201,15.3054,3.81098,0.335356,-0.207345,4.28673,9.20304,-0.783667,1.32316,9.82545,8.99413,-0.190241,1.09502,13.8668,8.16304,-1.2455,0.182444,4.38315,12.7014,-0.677744,0.769951,11.5934,11.5054,1.75381,-0.546968,14.1401,11.0155,-0.949236,-1.08477,5.69551,16.8577,0.764209,0.942027
0.92,5.38969,3.38805,0.423719,-0.665039,10.3033,2.56281,0.329694,-1.56201,15.3087,3.8089,0.335351,-0.20734,4.2789,9.21627,-0.783664,1.3232,9.82354,9.00508,-0.190173,1.0951,13.8543,8.16487,-1.2455,0.182604,4.37637,12.7091,-0.677742,0.76992,11.6109,11.4999,1.75408,-0.547115,14.1306,11.0046,-0.949562,-1.08487,5.70315,16.8671,0.764206,0.942019
0.93,5.39393,3.3814,0.423722,-0.665039,10.3066,2.54719,0.329693,-1.56201,15.3121,3.80683,0.335347,-0.207335,4.27106,9.22951,-0.783661,1.32324,9.82164,9.01603,-0.190104,1.09517,13.8419,8.16669,-1.2455,0.18277,4.36959,12.7168,-0.67774,0.76989,11.6285,11.4945,1.75436,-0.547268,14.1211,10.9938,-0.94991,-1.08496,5.71079,16.8765,0.764204,0.942011
0.94,5.39816,3.37475,0.423725,-0.665038,10.3099,2.53157,0.329693,-1.56201,15.3154,3.80476,0.335343,-0.20733,4.26322,9.24274,-0.783658,1.32328,9.81974,9.02698,-0.190034,1.09525,13.8294,8.16852,-1.2455,0.182941,4.36282,12.7245,-0.677738,0.769859,11.646,11.489,1.75466,-0.547428,14.1116,10.9829,-0.950283,-1.08505,5.71843,16.8859,0.764202,0.942004
0.95,5.4024,3.3681,0.423728,-0.665037,10.3132,2.51595,0.329692,-1.562,15.3188,3.80268,0.335338,-0.207325,4.25539,9.25597,-0.783655,1.32331,9.81784,9.03793,-0.189963,1.09532,13.817,8.17035,-1.24551,0.183118,4.35604,12.7322,-0.677736,0.769827,11.6636,11.4835,1.75499,-0.547595,14.1021,10.9721,-0.950681,-1.08514,5.72607,16.8954,0.764199,0.941996
0.96,5.40664,3.36145,0.423732,-0.665037,10.3165,2.50033,0.329692,-1.562,15.3221,3.80061,0.335334,-0.20732,4.24755,9.26921,-0.783652,1.32335,9.81594,9.04889,-0.189891,1.09539,13.8045,8.17219,-1.24551,0.183301,4.34926,12.7399,-0.677735,0.769795,11.6811,11.478,1.75535,-0.54777,14.0926,10.9612,-0.951108,-1.08523,5.73372,16.9048,0.764197,0.941988
0.97,5.41087,3.3548,0.423735,-0.665036,10.3198,2.48471,0.329691,-1.562,15.3255,3.79854,0.33533,-0.207315,4.23971,9.28244,-0.783649,1.32339,9.81404,9.05984,-0.189818,1.09547,13.7921,8.17402,-1.24551,0.18349,4.34248,12.7476,-0.677733,0.769762,11.6987,11.4726,1.75573,-0.547953,14.0831,10.9504,-0.951565,-1.08532,5.74136,16.9142,0.764195,0.941981
0.98,5.41511,3.34815,0.423738,-0.665036,10.3231,2.46909,0.32969,-1.562,15.3288,3.79647,0.335325,-0.207311,4.23188,9.29567,-0.783646,1.32343,9.81215,9.0708,-0.189744,1.09554,13.7796,8.17586,-1.24551,0.183685,4.33571,12.7553,-0.677731,0.769729,11.7162,11.4671,1.75615,-0.548146,14.0736,10.9395,-0.952055,-1.0854,5.749,16.9236,0.764193,0.941974
0.99,5.41935,3.3415,0.423741,-0.665035,10.3264,2.45347,0.32969,-1.562,15.3322,3.79439,0.335321,-0.207306,4.22404,9.30891,-0.783643,1.32347,9.81025,9.08175,-0.189668,1.09561,13.7672,8.17769,-1.24551,0.183887,4.32893,12.763,-0.677729,0.769695,11.7338,11.4616,1.7566,-0.548349,14.064,10.9287,-0.952581,-1.08548,5.75664,16.933,0.76419,0.941966
1,5.42359,3.33485,0.423744,-0.665035,10.3297,2.43785,0.329689,-1.56199,15.3355,3.79232,0.335317,-0.207302,4.2162,9.32214,-0.78364,1.32351,9.80835,9.09271,-0.189592,1.09569,13.7547,8.17953,-1.24551,0.184095,4.32215,12.7707,-0.677727,0.769661,11.7514,11.4561,1.75709,-0.548564,14.0545,10.9178,-0.953145,-1.08555,5.76428,16.9425,0.764188,0.941959
1.01,5.42782,3.3282,0.423747,-0.665034,10.333,2.42223,0.329689,-1.56199,15.3389,3.79025,0.335313,-0.207297,4.20837,9.33538,-0.783636,1.32355,9.80646,9.10367,-0.189515,1.09576,13.7422,8.18138,-1.24551,0.184311,4.31537,12.7784,-0.677726,0.769626,11.7689,11.4506,1.75761,-0.548791,14.045,10.907,-0.953751,-1.08562,5.77193,16.9519,0.764186,0.941952
1.02,5.43206,3.32155,0.42375,-0.665034,10.3363,2.40661,0.329688,-1.56199,15.3423,3.78817,0.335309,-0.207293,4.20053,9.34861,-0.783633,1.32359,9.80456,9.11463,-0.189437,1.09583,13.7298,8.18322,-1.24551,0.184534,4.3086,12.7861,-0.677724,0.769591,11.7865,11.4451,1.75819,-0.549032,14.0354,10.8961,-0.954402,-1.08567,5.77957,16.9613,0.764183,0.941945
1.03,5.4363,3.3149,0.423754,-0.665034,10.3396,2.39099,0.329687,-1.56199,15.3456,3.7861,0.335304,-0.207288,4.1927,9.36185,-0.78363,1.32363,9.80267,9.12558,-0.189358,1.0959,13.7173,8.18507,-1.24551,0.184764,4.30182,12.7938,-0.677722,0.769555,11.8041,11.4396,1.7588,-0.549289,14.0259,10.8853,-0.955102,-1.08572,5.78721,16.9707,0.764181,0.941938
1.04,5.44054,3.30825,0.423757,-0.665033,10.3429,2.37537,0.329687,-1.56199,15.349,3.78403,0.3353,-0.207284,4.18486,9.37509,-0.783627,1.32368,9.80078,9.13654,-0.189278,1.09597,13.7049,8.18691,-1.24551,0.185002,4.29504,12.8015,-0.677721,0.769518,11.8217,11.4341,1.75947,-0.549562,14.0163,10.8744,-0.955855,-1.08577,5.79485,16.9801,0.764179,0.941931
1.05,5.44477,3.3016,0.42376,-0.665033,10.3462,2.35975,0.329686,-1.56198,15.3523,3.78195,0.335296,-0.20728,4.17702,9.38832,-0.783624,1.32372,9.79888,9.1475,-0.189197,1.09604,13.6924,8.18877,-1.24551,0.185248,4.28826,12.8092,-0.677719,0.769481,11.8393,11.4286,1.7602,-0.549854,14.0068,10.8635,-0.956665,-1.08579,5.80249,16.9896,0.764176,0.941924
1.06,5.44901,3.29495,0.423763,-0.665033,10.3495,2.34413,0.329685,-1.56198,15.3557,3.77988,0.335292,-0.207276,4.16919,9.40156,-0.783621,1.32376,9.79699,9.15846,-0.189115,1.09611,13.68,8.19062,-1.2455,0.185502,4.28149,12.8169,-0.677718,0.769444,11.8569,11.4231,1.76099,-0.550167,13.9972,10.8527,-0.957538,-1.08581,5.81014,16.999,0.764174,0.941917
1.07,5.45325,3.28829,0.423766,-0.665032,10.3528,2.32851,0.329685,-1.56198,15.359,3.77781,0.335288,-0.207272,4.16135,9.4148,-0.783618,1.32381,9.7951,9.16943,-0.189033,1.09618,13.6675,8.19248,-1.2455,0.185765,4.27471,12.8245,-0.677716,0.769405,11.8745,11.4176,1.76184,-0.550504,13.9876,10.8418,-0.958478,-1.08581,5.81778,17.0084,0.764172,0.94191
1.08,5.45749,3.28164,0.423769,-0.665032,10.3561,2.31289,0.329684,-1.56198,15.3624,3.77574,0.335284,-0.207268,4.15351,9.42804,-0.783615,1.32385,9.79321,9.18039,-0.188949,1.09625,13.6551,8.19433,-1.2455,0.186037,4.26793,12.8322,-0.677715,0.769367,11.8921,11.4121,1.76277,-0.550865,13.978,10.831,-0.959492,-1.08579,5.82542,17.0178,0.76417,0.941904
1.09,5.46172,3.27499,0.423772,-0.665032,10.3594,2.29727,0.329683,-1.56198,15.3657,3.77366,0.33528,-0.207264,4.14568,9.44128,-0.783611,1.32389,9.79132,9.19135,-0.188866,1.09631,13.6426,8.1962,-1.24549,0.186318,4.26116,12.8399,-0.677714,0.769327,11.9098,11.4066,1.76377,-0.551255,13.9684,10.8201,-0.960586,-1.08576,5.83306,17.0272,0.764167,0.941897
1.1,5.46596,3.26834,0.423775,-0.665032,10.3627,2.28165,0.329683,-1.56197,15.3691,3.77159,0.335276,-0.20726,4.13784,9.45451,-0.783608,1.32394,9.78943,9.20231,-0.188781,1.09638,13.6302,8.19806,-1.24548,0.186609,4.25438,12.8476,-0.677712,0.769288,11.9274,11.4011,1.76486,-0.551677,13.9588,10.8092,-0.961767,-1.0857,5.8407,17.0367,0.764165,0.941891
1.11,5.4702,3.26169,0.423778,-0.665031,10.366,2.26603,0.329682,-1.56197,15.3724,3.76952,0.335272,-0.207256,4.13001,9.46775,-0.783605,1.32399,9.78755,9.21328,-0.188696,1.09645,13.6177,8.19993,-1.24548,0.18691,4.2476,12.8553,-0.677711,0.769247,11.9451,11.3956,1.76604,-0.552134,13.9492,10.7984,-0.963043,-1.08561,5.84834,17.0461,0.764163,0.941884
1.12,5.47444,3.25504,0.423782,-0.665031,10.3693,2.25041,0.329681,-1.56197,15.3758,3.76745,0.335268,-0.207253,4.12217,9.48099,-0.783602,1.32403,9.78566,9.22424,-0.18861,1.09651,13.6052,8.2018,-1.24547,0.187221,4.24082,12.863,-0.67771,0.769206,11.9627,11.3901,1.76733,-0.55263,13.9395,10.7875,-0.964422,-1.08549,5.85599,17.0555,0.764161,0.941878
1.13,5.47868,3.24839,0.423785,-0.665031,10.3726,2.23479,0.32968,-1.56197,15.3791,3.76537,0.335264,-0.207249,4.11433,9.49424,-0.783598,1.32408,9.78377,9.23521,-0.188523,1.09657,13.5928,8.20367,-1.24546,0.187543,4.23405,12.8707,-0.677709,0.769164,11.9804,11.3845,1.76872,-0.55317,13.9299,10.7767,-0.965913,-1.08534,5.86363,17.0649,0.764158,0.941871
1.14,5.48291,3.24174,0.423788,-0.665031,10.3759,2.21917,0.32968,-1.56197,15.3825,3.7633,0.33526,-0.207245,4.1065,9.50748,-0.783595,1.32413,9.78189,9.24617,-0.188436,1.09664,13.5803,8.20555,-1.24545,0.187876,4.22727,12.8784,-0.677707,0.769122,11.9981,11.379,1.77024,-0.553758,13.9202,10.7658,-0.967527,-1.08516,5.87127,17.0743,0.764156,0.941865
1.15,5.48715,3.23509,0.423791,-0.665031,10.3792,2.20355,0.329679,-1.56196,15.3858,3.76123,0.335256,-0.207242,4.09866,9.52072,-0.783592,1.32417,9.78,9.25714,-0.188349,1.0967,13.5679,8.20743,-1.24544,0.188221,4.22049,12.8861,-0.677706,0.769079,12.0158,11.3735,1.77188,-0.554401,13.9105,10.755,-0.969274,-1.08492,5.87891,17.0837,0.764154,0.941859
1.16,5.49139,3.22844,0.423794,-0.665031,10.3825,2.18793,0.329678,-1.56196,15.3892,3.75916,0.335253,-0.207238,4.09083,9.53396,-0.783588,1.32422,9.77812,9.26811,-0.188261,1.09676,13.5554,8.20931,-1.24542,0.188578,4.21372,12.8938,-0.677705,0.769036,12.0335,11.3679,1.77367,-0.555104,13.9008,10.7441,-0.971167,-1.08464,5.88655,17.0932,0.764152,0.941853
1.17,5.49563,3.22179,0.423797,-0.665031,10.3858,2.17231,0.329677,-1.56196,15.3925,3.75708,0.335249,-0.207235,4.08299,9.5472,-0.783585,1.32427,9.77624,9.27908,-0.188172,1.09682,13.543,8.2112,-1.24541,0.188947,4.20694,12.9015,-0.677704,0.768991,12.0513,11.3624,1.77562,-0.555874,13.8911,10.7333,-0.973218,-1.08431,5.89419,17.1026,0.764149,0.941847
1.18,5.49987,3.21514,0.4238,-0.665031,10.389,2.15669,0.329677,-1.56196,15.3959,3.75501,0.335245,-0.207231,4.07515,9.56045,-0.783582,1.32432,9.77436,9.29004,-0.188083,1.09687,13.5305,8.21309,-1.24539,0.189329,4.20016,12.9092,-0.677703,0.768947,12.0691,11.3568,1.77774,-0.556721,13.8814,10.7224,-0.975443,-1.0839,5.90183,17.112,0.764147,0.941841
1.19,5.5041,3.20849,0.423803,-0.665031,10.3923,2.14108,0.329676,-1.56196,15.3993,3.75294,0.335241,-0.207228,4.06732,9.57369,-0.783578,1.32437,9.77248,9.30101,-0.187994,1.09693,13.5181,8.21499,-1.24537,0.189725,4.19339,12.9168,-0.677702,0.768901,12.0869,11.3512,1.78005,-0.557652,13.8716,10.7116,-0.977858,-1.08343,5.90948,17.1214,0.764145,0.941835
1.2,5.50834,3.20184,0.423806,-0.665031,10.3956,2.12546,0.329675,-1.56195,15.4026,3.75087,0.335237,-0.207225,4.05948,9.58693,-0.783575,1.32442,9.7706,9.31198,-0.187904,1.09699,13.5056,8.21689,-1.24535,0.190134,4.18661,12.9245,-0.677702,0.768855,12.1047,11.3456,1.78256,-0.558677,13.8618,10.7008,-0.980479,-1.08287,5.91712,17.1308,0.764143,0.941829
1.21,5.51258,3.19519,0.423809,-0.665031,10.3989,2.10984,0.329674,-1.56195,15.406,3.74879,0.335234,-0.207221,4.05165,9.60018,-0.783571,1.32448,9.76872,9.32295,-0.187814,1.09704,13.4932,8.21879,-1.24533,0.190558,4.17983,12.9322,-0.677701,0.768808,12.1225,11.3401,1.78529,-0.559809,13.852,10.69,-0.983327,-1.08223,5.92476,17.1403,0.764141,0.941824
1.22,5.51682,3.18854,0.423812,-0.665031,10.4022,2.09422,0.329673,-1.56195,15.4093,3.74672,0.33523,-0.207218,4.04381,9.61342,-0.783568,1.32453,9.76684,9.33392,-0.187724,1.0971,13.4807,8.2207,-1.24531,0.190997,4.17305,12.9399,-0.6777,0.768761,12.1404,11.3344,1.78827,-0.561059,13.8422,10.6791,-0.986421,-1.08147,5.9324,17.1497,0.764138,0.941818
1.23,5.52106,3.18189,0.423815,-0.665031,10.4055,2.0786,0.329673,-1.56195,15.4127,3.74465,0.335226,-0.207215,4.03598,9.62667,-0.783564,1.32458,9.76497,9.3449,-0.187634,1.09715,13.4682,8.22261,-1.24528,0.191452,4.16628,12.9476,-0.677699,0.768713,12.1583,11.3288,1.79152,-0.562443,13.8323,10.6683,-0.989786,-1.0806,5.94004,17.1591,0.764136,0.941812
1.24,5.52529,3.17524,0.423818,-0.665031,10.4088,2.06298,0.329672,-1.56195,15.416,3.74258,0.335223,-0.207212,4.02814,9.63991,-0.783561,1.32463,9.76309,9.35587,-0.187543,1.0972,13.4558,8.22453,-1.24526,0.191923,4.1595,12.9553,-0.677699,0.768664,12.1762,11.3232,1.79506,-0.563976,13.8224,10.6575,-0.993446,-1.07959,5.94768,17.1685,0.764134,0.941807
1.25,5.52953,3.16859,0.423821,-0.665031,10.4121,2.04736,0.329671,-1.56194,15.4194,3.74051,0.335219,-0.207209,4.0203,9.65316,-0.783557,1.32469,9.76121,9.36684,-0.187452,1.09725,13.4433,8.22645,-1.24523,0.192411,4.15272,12.963,-0.677698,0.768615,12.1942,11.3176,1.79892,-0.565676,13.8124,10.6467,-0.997428,-1.07843,5.95532,17.1779,0.764132,0.941801
1.26,5.53377,3.16194,0.423824,-0.665031,10.4154,2.03174,0.32967,-1.56194,15.4227,3.73843,0.335215,-0.207206,4.01247,9.66641,-0.783553,1.32474,9.75934,9.37781,-0.187361,1.0973,13.4309,8.22838,-1.24519,0.192916,4.14595,12.9707,-0.677698,0.768564,12.2122,11.3119,1.80314,-0.567565,13.8024,10.636,-1.00176,-1.0771,5.96297,17.1873,0.76413,0.941796
